id,create_time,user_name,hashtags,song,video_length,n_likes,n_shares,n_comments,n_plays,n_followers,n_total_likes,n_total_vids
6885556217662573825,1603168489,deepa_belbase12,"['deepamx', 'md']",अईसक्यो दशै आईसक्यो तिहार,15,9164,8,78,85200,343400,10600000,671
6885212214098136322,1603088394,deepa_belbase12,"['md', 'deepamx']",original sound,15,6749,20,58,54900,343400,10600000,671
6885142672856681729,1603072203,deepa_belbase12,"['deepamx', 'md']",original sound,15,7335,16,50,59000,343400,10600000,671
6884798523783531777,1602992074,deepa_belbase12,"['md', 'deepamx']",original sound,22,4238,6,61,36000,343400,10600000,671
6884456041854160130,1602912334,deepa_belbase12,"['md', 'deepamx']",original sound,15,6802,13,69,56900,343400,10600000,671
6884407626663300354,1602901062,deepa_belbase12,"['deepamx', 'md']",original sound,12,8206,15,80,68600,343400,10600000,671
6884190379252452609,1602850478,deepa_belbase12,"['md', 'deepamx']",original sound,15,7998,39,73,77500,343400,10600000,671
6884040364739529986,1602815552,deepa_belbase12,"['deepamx', 'md']",original sound,15,4488,9,36,38400,343400,10600000,671
6883277749461519617,1602637991,deepa_belbase12,"['deepamx', 'md']",original sound,14,19100,20,476,175800,343400,10600000,671
6882337839854456066,1602419150,deepa_belbase12,"['deepamx', 'md']",original sound - Bimal pariyar,15,4386,11,46,36700,343400,10600000,671
6882209112067804417,1602389179,deepa_belbase12,"['md', 'deepamx']",original sound,15,22600,41,214,196000,343400,10600000,671
6881957659260587265,1602330632,deepa_belbase12,"['md', 'deepamx']",original sound,15,9523,34,83,77300,343400,10600000,671
6891912863527587074,1604648511,durgeshthapa78,"['tiharsong', 'durgeshthapa78']",original sound,8,7574,38,89,43000,562700,10800000,330
6891598001412787458,1604575201,durgeshthapa78,['durgeshthapa78'],original sound,17,136000,475,679,860700,562700,10800000,330
6891551058489855234,1604564272,durgeshthapa78,['durgeshthapa78'],original sound,20,165600,1440,985,1500000,562700,10800000,330
6891158386419846402,1604472846,durgeshthapa78,"['arushiboutiquehotel', 'Chhetrapatithamel']",original sound,15,30300,210,223,228100,562700,10800000,330
6891076195958476034,1604453710,durgeshthapa78,['durgeshthapa78'],original sound,15,209800,1839,1186,1700000,562700,10800000,330
6890533930282372354,1604327452,durgeshthapa78,[],original sound,9,8928,22,64,71600,562700,10800000,330
6889607121562914049,1604111664,durgeshthapa78,"['don_aayo_don', 'happy_tihar', 'durgeshthapa78']",original sound,9,7171,111,54,61800,562700,10800000,330
6889316784457960705,1604044064,durgeshthapa78,"['Kgf', 'angry', 'durgeshthapa78']",original sound,15,39100,85,131,237600,562700,10800000,330
6889228206017203458,1604023441,durgeshthapa78,"['jispal', 'durgeshthapa78']",original sound,20,7291,10,52,52200,562700,10800000,330
6888922292102024449,1603952214,durgeshthapa78,"['Nidauda', 'durgeshthapa78']",original sound,17,7193,32,33,50100,562700,10800000,330
6888467954221026561,1603846431,durgeshthapa78,"['timiyatiramrikina', 'durgeshthapa78', '😍', '🥰', '🙏', '🇳🇵']",original sound,14,13100,46,63,85100,562700,10800000,330
6888150029467454722,1603772408,durgeshthapa78,"['mama_vanja', 'ratotikanidharma', 'Dasai']",Rato tika nidharma,9,12900,24,65,80900,562700,10800000,330
6887824733182774529,1603696669,durgeshthapa78,"['barsamadinamalailai', 'durgeshthapa78']",original sound,15,17300,38,75,110300,562700,10800000,330
6887727742209510658,1603674088,durgeshthapa78,"['durgeshthapa78', 'With', 'Jeje']",A L A I P A Y U T H E Y love at first sight,17,14300,49,61,88200,562700,10800000,330
6887519563265608961,1603625615,durgeshthapa78,"['funnyvideos', 'nepalivideo', 'Dasai']",original sound,8,28400,53,43,298500,562700,10800000,330
6887471015073533185,1603614312,durgeshthapa78,"['durgeshthapa78', 'Dafechari']",original sound,29,11900,74,86,68400,562700,10800000,330
6887398386182671618,1603597402,durgeshthapa78,"['durgeshthapa78', 'Dadai', 'song', 'Baglunggolkot']",original sound,29,5379,14,24,39500,562700,10800000,330
6887132593582525697,1603535517,durgeshthapa78,"['Dasai', 'nepalisong', 'durgeshthapa78']",original sound,31,5848,19,43,39700,562700,10800000,330
6887085224019217666,1603524489,durgeshthapa78,"['jenigarchu', 'gareemasharma']",original sound,15,58200,165,112,473800,562700,10800000,330
6887048378409159938,1603515911,durgeshthapa78,['durgeshthapa78'],original sound,34,4493,19,51,35100,562700,10800000,330
6886056607520787713,1603284994,durgeshthapa78,"['chhalak_Chhalak@paulshahofficial1', 'durgeshthapa78']",original sound,15,44700,223,263,324700,562700,10800000,330
6885971697107799297,1603265226,durgeshthapa78,"['Mainachari', 'gareemasharma', 'durgeshthapa78', 'nepalisongs']",original sound,21,5490,73,28,39400,562700,10800000,330
6885591287727279362,1603176655,durgeshthapa78,"['Najar', 'durgeshthapa78']",original sound,15,4868,19,34,38600,562700,10800000,330
6885196811305241858,1603084809,durgeshthapa78,"['amerohajur4', 'Soottime', 'Mainachari', 'durgeshthapa78']",original sound,20,14400,35,52,141200,562700,10800000,330
6885138391676112130,1603071208,durgeshthapa78,"['mainacharilai', 'durgeshthapa78', 'neetadhungana']",original sound,21,5579,25,47,43500,562700,10800000,330
6892386489758502146,1604758784,iamaayushii,"['aayushimaya', 'guranslove', 'happydance', '@samairathapa123', 'fyp❤️❤️']",original sound,15,2299,10,50,9178,403700,30100000,1096
6892341693782297857,1604748354,iamaayushii,"['aayushimaya', 'guranslove', 'foryoupage', '❤️❤️']",original sound,15,8279,11,121,42000,403700,30100000,1096
6891933645238504706,1604653349,iamaayushii,"['aayushimaya', 'guranslove', 'laughterchallenge', 'prankchallenge']",original sound - TEK ADHIKARI,15,13300,50,124,73700,403700,30100000,1096
6891918671359397122,1604649863,iamaayushii,"['aayushimaya', 'guranslove', 'happydance', 'laughterchallenge', 'prankchallenge']",original sound,15,15900,27,102,122300,403700,30100000,1096
6891882747455900930,1604641499,iamaayushii,"['aayushimaya', 'guranslove', 'happydance', 'laughterchallenge', 'prankchallenge']",original sound,12,8596,9,175,40600,403700,30100000,1096
6891844634251758849,1604632625,iamaayushii,"['aayushimaya', 'guranslove', 'prankchallenge', 'laughhterchallenge', 'happydance@nirjal_npn']",original sound,15,19600,48,139,112100,403700,30100000,1096
6891601069453954306,1604575915,iamaayushii,"['areyousmart', 'trending', '❤️😂', 'aayushimaya', 'guranslove', 'foryoupage', 'withmydada', 'fyp']",Be Happy,15,21700,50,154,189400,403700,30100000,1096
6891590915090124034,1604573551,iamaayushii,"['aayushimaya', 'guranslove', 'fyp', 'happydance', 'foryoupage']",original sound,15,9296,7,91,52200,403700,30100000,1096
6891507738715770114,1604554186,iamaayushii,"['aayushimaya', 'guranslove', 'happydance', 'laughterchallenge', 'prankchallenge', 'marhabacricket']",original sound,13,13500,28,119,78000,403700,30100000,1096
6891463329349422337,1604543846,iamaayushii,"['aayushimaya', 'guranslove', 'happydance', 'laughterchallenge', 'prankchallenge']",original sound,20,11000,91,150,49700,403700,30100000,1096
6891434046707027202,1604537029,iamaayushii,"['aayushimaya', 'guranslove', 'marhabacricket', 'prankchallenge']",original sound,14,11200,16,140,51000,403700,30100000,1096
6891214939147570434,1604486012,iamaayushii,"['aayushimaya', 'guranslove', 'fyp', 'happydance', 'keepsupporting', 'laughterchallenge', 'prankchallenge', '😂😂', 'foryoupage']",original sound - Chetan Monga,15,12200,20,213,58700,403700,30100000,1096
6890718308790816001,1604370382,iamaayushii,"['aayushimaya', 'guranslove', 'fyp', 'happydance', 'keepsupporting', 'marhabacricket', 'circketlover', '❤️']",original sound - Smarty Sürëñdrä 🔥 ,12,19300,46,212,98300,403700,30100000,1096
6890509284828876033,1604321713,iamaayushii,"['aayushimaya', 'guranslove', 'fyp', 'happydance', 'keepsupporting', 'marhabacricket', 'circketlover', 'laughterchallenge', 'prankchallenge']",original sound - Shamshad Pasha,14,24800,63,224,145600,403700,30100000,1096
6890422359791045890,1604301476,iamaayushii,"['aayushimaya', 'guranslove', 'happydance', 'laughterchallenge', 'prankchallenge', 'marhabacricket']",original sound,14,11800,29,161,64500,403700,30100000,1096
6890356959057317121,1604286249,iamaayushii,"['aayushimaya', 'guranslove', 'fyp', 'happydance', 'keepsupporting', 'marhabacricket', 'circketlover', '❤️']",original sound,15,27200,44,177,172100,403700,30100000,1096
6890102419578047746,1604226983,iamaayushii,"['halloween2020', 'aayushimaya', 'guranslove', 'happydance', 'loveuall', 'laughterchallenge', 'prankchallenge']",MAKE IT RED CHALLENGE [Ashnikko - Daisy],10,16600,12,255,99500,403700,30100000,1096
6889709250361183489,1604135441,iamaayushii,"['aayushimaya', 'sunanasweetheart', 'guranslove', 'happydance', 'loveuall']",original sound,16,14600,25,318,89700,403700,30100000,1096
6889604042868264194,1604110946,iamaayushii,"['aayushimaya', 'guranslove', 'prankchallenge', 'laughterchallenge', 'marhabacricket', 'circketlover', 'happydashain', 'happydance', 'fyp']",original sound - Amar & Amrit Dahal,10,30400,36,161,313700,403700,30100000,1096
6889390167526886658,1604061149,iamaayushii,"['aayushimaya', 'laughterchallenge', 'prankchallenge', 'marhabacricket', 'guranslove']",original sound,11,41500,129,321,257800,403700,30100000,1096
6889379896838212866,1604058757,iamaayushii,"['aayushimaya', 'laughterchallenge', 'happydance', 'prankchallenge', 'marhabacricket', 'happydashain']",झ्याल मा पर्दा छ चैट चैट,15,25200,24,117,212700,403700,30100000,1096
6889231178335833345,1604024132,iamaayushii,"['aayushimaya', 'guranslove', 'prankchallenge', 'laughterchallenge', 'marhabacricket', 'circketlover', 'happydashain', 'happydance', 'fyp']",Gala Pukka By Sujan Chapagain,31,14800,28,172,81300,403700,30100000,1096
6889008878646725889,1603972373,iamaayushii,"['keepsupporting', 'guranslove', 'aayushimaya', 'mayalugang', 'mayalufam']",original sound,15,16900,22,150,109100,403700,30100000,1096
6888951436718132481,1603958999,iamaayushii,"['prankchallenge', 'laughterchallenge', 'marhabacricket', 'circketlover', 'keepsupporting', '❤️😍']",original sound,18,41100,66,226,328900,403700,30100000,1096
6888851547455884545,1603935743,iamaayushii,"['mayalugang', 'happydance', 'marhabacricket', 'circketlover', 'howolddoilook', 'aayushimaya', 'guranslove']",original sound,15,26000,21,173,193600,403700,30100000,1096
6892339758874316034,1604747904,ashaadhikari19,"['ashasquad', 'teamasha', 'birgunj']",original sound,12,410,2,5,11500,1400000,14800000,1739
6892287244284054785,1604735678,ashaadhikari19,"['birgunj', 'teamasha', 'ashasquad']",original sound,13,287,2,3,4338,1400000,14800000,1739
6892220608566922498,1604720164,ashaadhikari19,"['ashasquad', 'teamasha', 'birgunj']",Vural Sister funny Quarrel fight,15,616,1,3,16000,1400000,14800000,1739
6891985652133530881,1604665457,ashaadhikari19,"['ashasquad', 'teamasha', 'birgunj']",original sound - Lakhan Ghotkar,15,984,13,6,15100,1400000,14800000,1739
6891946926137199873,1604656441,ashaadhikari19,"['birgunj', 'teamasha', 'ashasquad']",original sound - Sumit Kaul,13,2270,7,11,41300,1400000,14800000,1739
6891862404766944514,1604636763,ashaadhikari19,"['ashasquad', 'teamasha', 'birgunj']",original sound - Nëpåł Hűňtëŕ,11,7554,76,17,101400,1400000,14800000,1739
6891596974319996162,1604574961,ashaadhikari19,"['birgunj', 'teamasha', 'ashasquad']",original sound,14,1809,7,11,38900,1400000,14800000,1739
6891537424128756994,1604561097,ashaadhikari19,"['ashasquad', 'teamasha', 'birgunj']",original sound,14,776,2,12,18300,1400000,14800000,1739
6891460866810629377,1604543273,ashaadhikari19,"['birgunj', 'teamasha', 'ashasquad']",original sound,7,334,0,0,4118,1400000,14800000,1739
6891226728182697217,1604488757,ashaadhikari19,"['ashasquad', 'teamasha', 'birgunj']",original sound,10,646,0,10,15600,1400000,14800000,1739
6891167204973219074,1604474899,ashaadhikari19,"['birgunj', 'teamasha', 'ashasquad']",original sound,14,825,2,4,17800,1400000,14800000,1739
6891098986418031873,1604459016,ashaadhikari19,"['ashasquad', 'teamasha', 'birgunj']",Original Sound,15,210,1,1,2537,1400000,14800000,1739
6890857934285180161,1604402890,ashaadhikari19,"['birgunj', 'teamasha', 'ashasquad']",original sound,14,273,0,2,3117,1400000,14800000,1739
6890801279040244994,1604389700,ashaadhikari19,"['ashasquad', 'teamasha', 'birgunj']",original sound,18,1642,59,14,21000,1400000,14800000,1739
6890721930534538497,1604371226,ashaadhikari19,"['birgunj', 'teamasha', 'ashasquad']",original sound,6,673,0,2,17800,1400000,14800000,1739
6890485766338743553,1604316238,ashaadhikari19,"['ashasquad', 'teamasha', 'birgunj']",original sound,15,441,1,2,9256,1400000,14800000,1739
6890433493583547650,1604304068,ashaadhikari19,"['teamasha', 'birgunj', 'ashasquad']",original sound,15,1230,12,7,30800,1400000,14800000,1739
6890377144132701442,1604290949,ashaadhikari19,"['ashasquad', 'birgunj', 'teamasha', 'covid19']",original sound,16,656,3,4,15100,1400000,14800000,1739
6890115631895694594,1604230059,ashaadhikari19,"['teamasha', 'birgunj', 'ashasquad']",original sound,10,516,3,4,8824,1400000,14800000,1739
6890060785016392962,1604217290,ashaadhikari19,"['ashasquad', 'birgunj', 'teamasha']",original sound,13,797,6,5,19300,1400000,14800000,1739
6889989158345985282,1604200613,ashaadhikari19,"['teamasha', 'ashasquad', 'birgunj']",original sound - RJ KEVAR,6,573,1,1,10200,1400000,14800000,1739
6889748092749483265,1604144485,ashaadhikari19,"['birgunj', 'ashasquad', 'teamasha']",original sound,27,348,4,2,4895,1400000,14800000,1739
6889690370809138434,1604131046,ashaadhikari19,"['teamasha', 'ashasquad', 'birgunj']",original sound,12,567,2,5,8481,1400000,14800000,1739
6889603158075641090,1604110741,ashaadhikari19,"['birgunj', 'ashasquad', 'teamasha']",original sound,13,6786,20,51,74000,1400000,14800000,1739
6889373856146935042,1604057351,ashaadhikari19,"['teamasha', 'ashasquad', 'birgunj']",original sound,11,339,2,7,5299,1400000,14800000,1739
6890048804003859713,1604214500,kanchan32,[],original sound,13,1287,9,54,6569,868500,5100000,502
6888977773734448385,1603965131,kanchan32,"['words', 'lines', 'foreyou_page', 'tik_tok']",original sound,11,8265,177,97,72700,868500,5100000,502
6888612342318288129,1603880047,kanchan32,[],original sound,8,1344,18,30,12000,868500,5100000,502
6886335310423264513,1603349885,kanchan32,[],original sound,14,1473,2,59,8884,868500,5100000,502
6885584646050942209,1603175108,kanchan32,[],original sound,15,1672,15,56,10000,868500,5100000,502
6883622246858935553,1602718202,kanchan32,"['naagin', 'duet', 'makesomeduets', 'foreyou_page', 'tik_tok']",original sound,15,605,0,21,3741,868500,5100000,502
6883473086482566402,1602683471,kanchan32,"['fypシ', 'foreyou_page', 'tik_tok']",Paagal,15,734,2,18,5075,868500,5100000,502
6882709111767649538,1602505594,kanchan32,[],original sound,12,12600,118,72,82000,868500,5100000,502
6881974198869298433,1602334483,kanchan32,[],बोकेझार_लोक गीत बसन्त थापा र बिष्णु माझी,11,874,3,27,4727,868500,5100000,502
6881112038425316609,1602133753,kanchan32,[],original sound,12,1156,2,14,14000,868500,5100000,502
6880478097473391873,1601986145,kanchan32,"['fypシ', 'makesomeduets']",original sound,8,1108,9,30,6106,868500,5100000,502
6880006038272232705,1601876237,kanchan32,"['duet', 'fyp', 'foreyou_page', 'tik_tok']",Nepali dhatkan movies song Mayalu,15,1132,14,42,6277,868500,5100000,502
6878964037581851906,1601633626,kanchan32,"['foreyou_page', 'fypシ', 'makesomeduets', 'nepalitiktok']",original sound,14,1340,18,57,7955,868500,5100000,502
6878248722581441793,1601467079,kanchan32,"['foreyou_page', 'fyp', 'makesomeduets', 'nepalitiktok']",original sound - Nagendra Subedi ,15,543,18,12,3854,868500,5100000,502
6877153994414836994,1601212193,kanchan32,"['fyppage', 'trulines', 'feelings', 'keepsupporting']",original sound,14,4266,78,72,32200,868500,5100000,502
6876409915800358145,1601038948,kanchan32,[],original sound,11,2154,27,47,15900,868500,5100000,502
6875950185357331714,1600931911,kanchan32,"['foreyou_page', 'nepalitiktok']",original sound,14,940,25,47,6169,868500,5100000,502
6875289462604090626,1600778082,kanchan32,"['duet', 'foreyourpage']",original sound,15,2370,29,39,15200,868500,5100000,502
6873707255888399617,1600409689,kanchan32,"['foreu_pege', 'nepalitiktok']",original sound - Alisha Poudel,6,16900,197,243,231800,868500,5100000,502
6873401827635776769,1600338574,kanchan32,[],original sound - user760104,15,1762,21,42,10600,868500,5100000,502
6873046262963375362,1600255788,kanchan32,[],original sound,21,736,13,23,4466,868500,5100000,502
6872692612659219714,1600173447,kanchan32,['makesomeduets'],original sound,6,860,14,15,5209,868500,5100000,502
6872656754556112130,1600165099,kanchan32,"['nepalimuser', 'trending', 'transformation', 'notsogood', 'keeploving']",manikadon,15,765,16,18,4985,868500,5100000,502
6871918758844255490,1599993271,kanchan32,['duet'],original sound,15,973,6,16,6889,868500,5100000,502
6870485777403497729,1599659630,kanchan32,[],original sound,15,990,7,26,5939,868500,5100000,502
6844016027311820038,1593496673,cskfansofficial,"['jadeja', 'chennaisuperkings', 'ipl2020', 'msdhoni', 'benstokes', 'chennai', 'csk', 'india']",original sound,14,10800,97,15,71400,450900,7000000,172
6843718604819647746,1593427411,cskfansofficial,"['DJBravo', 'behindwoods', 'fyp', 'foryoupage', 'bravo', 'csk']",original sound,19,750700,1372,175,11600000,450900,7000000,172
6843263203288419589,1593321382,cskfansofficial,"['Thala', 'msdhoni', 'ranchi', 'tractor', 'stayhome', 'sowing']",original sound,29,12000,228,46,93800,450900,7000000,172
6842938532969925889,1593245786,cskfansofficial,"['dhoni', 'msdhoni']",Mine,7,11800,32,17,129500,450900,7000000,172
6842884870587370753,1593233292,cskfansofficial,"['djbravo', 'fyp', 'foryoupage', 'csk', 'whistlepodu']",original sound,12,720700,8103,824,11200000,450900,7000000,172
6842507354840304897,1593145395,cskfansofficial,"['sushantsinghrajput', 'foreverinourhearts', 'msdhoni', 'dhoni']",Jay-Jaykara,21,5611,24,9,77300,450900,7000000,172
6841793916866432261,1592979287,cskfansofficial,"['dhoni', 'msdhoni', 'snickers', 'eatathome', 'chocolates', 'fyp']",original sound,30,7182,18,28,82000,450900,7000000,172
6841396824935353601,1592886830,cskfansofficial,"['thisday', 'fyp', 'foryoupage', 'msdhoni']",original sound,16,59900,672,64,816800,450900,7000000,172
6840845730635107585,1592758519,cskfansofficial,"['msdhoni', 'dhoni', 'foryoupage', 'fyp', 'ipl', 'cricketvideos', 'gharbaithoindia']",original sound,26,12700,328,39,106500,450900,7000000,172
6840668497832447238,1592717255,cskfansofficial,"['fatherdaughter', 'fathersday', 'sureshraina', 'csk', 'chinnathala']",original sound,3,2858,10,4,64700,450900,7000000,172
6839288422268488966,1592395929,cskfansofficial,"['sureshraina', 'chinnathala', 'raina', 'stayhomestaysafe', 'fyp', 'forupage']",original sound,12,4722,10,4,86200,450900,7000000,172
6838813197387025670,1592285285,cskfansofficial,"['dhoni', 'sushantsinghrajput', 'msdhoni', 'theuntoldstory']",original sound,34,81900,3411,541,654000,450900,7000000,172
6838416163697921286,1592192842,cskfansofficial,"['sushantsinghrajput', 'dhoni', 'msdhoni', 'ripsushant']",Phir Kabhi,34,401600,6426,782,3100000,450900,7000000,172
6838152847524252929,1592131531,cskfansofficial,"['ripsushant', 'sushantsinghrajput']",original sound,55,77800,17200,338,2000000,450900,7000000,172
6838152050983898370,1592131346,cskfansofficial,"['RIPSushant', 'sushantsinghrajput']",Jay-Jaykara,11,533100,39500,2448,8300000,450900,7000000,172
6837855257440046337,1592062244,cskfansofficial,"['fyp', 'foryoupage', 'dhoni', 'farmhouse', 'petsoftiktok', 'pets', 'dogs', 'dogsoftiktok']",original sound,15,5682,5,10,98900,450900,7000000,172
6837391457146391809,1591954258,cskfansofficial,"['ZivaDhoni', 'babydog', 'fyp', 'foryoupage', 'petsoftiktok', 'ziva', 'msdhoni', 'dhoni']",original sound,6,5445,31,8,116400,450900,7000000,172
6837318711364291842,1591937319,cskfansofficial,"['dhoni', 'msdhoni', 'fyp', 'foryoupage', 'memoriesbringback']",original sound,17,84500,354,66,1200000,450900,7000000,172
6836681217941720321,1591788893,cskfansofficial,"['memoriesbringback', 'CSK', 'fyp', 'foryoupage', 'rhoni', 'raina', 'msdhoni', 'albiemorkel', 'models']",original sound,23,7035,15,59,100600,450900,7000000,172
6836327722776612098,1591706588,cskfansofficial,"['csk', 'dhoni', 'bravo', 'raina', 'jadeja', 'fyp', 'foryoupage', 'whistlepodu']",original sound,15,2958,29,6,48200,450900,7000000,172
6835569464298245378,1591530041,cskfansofficial,"['fyp', 'foryoupage', 'yelopullelo', 'tattoo', 'csk', 'whistlepodu']",Yelo Pullelo,8,6606,52,17,99800,450900,7000000,172
6835556545716112641,1591527033,cskfansofficial,"['boredinthehouse', 'stayhome', 'cricketchallenge', 'fypage', 'foryou', 'sureshraina', 'whistlepodu', 'chennaisuperkings']","Bored in the House, in the House Bored",20,2527,11,12,39400,450900,7000000,172
6835275184417688833,1591461526,cskfansofficial,"['KedarJadhav', 'Rains', 'Monsoon', 'fyp', 'foryoupage', 'whistlepodu', 'memoriesbringback', 'gharbaithoindia']",original sound,8,6126,12,9,93100,450900,7000000,172
6834764838950964482,1591342700,cskfansofficial,"['RajputBoy', 'Jadeja', 'fyp', 'foryoupage', 'ravindrajadeja', 'gharbaithoindia']",PHOTO,12,7449,19,16,77800,450900,7000000,172
6834521622871837954,1591286072,cskfansofficial,"['dhoni', 'msdhoni', 'ziva', 'dogsoftiktok', 'gharbaithoindia', 'fyp', 'foryoupage']",original sound,6,38000,65,29,873400,450900,7000000,172
6892359005142846722,1604752385,sonicarokaya,"['Thekalidog', 'thesonicashow']",original sound,17,15900,8,65,139700,415000,9700000,659
6892330580558630146,1604745767,sonicarokaya,[],original sound,18,1496,2,9,14700,415000,9700000,659
6892186998451260674,1604712338,sonicarokaya,['thesonicashow'],original sound,18,1852,16,17,14900,415000,9700000,659
6892032130545667329,1604676279,sonicarokaya,[],original sound,12,4145,7,54,24300,415000,9700000,659
6891576224888491265,1604570131,sonicarokaya,['BlessSiyonaShrestha'],original sound,17,3215,2,22,28600,415000,9700000,659
6891222095670332674,1604487678,sonicarokaya,['जयनेपाल🇳🇵'],original sound,15,7483,9,56,50800,415000,9700000,659
6891093400217472257,1604457715,sonicarokaya,"['thesonicashow', 'BlessSiyonaShrestha']",original sound,17,55900,86,324,510200,415000,9700000,659
6890897778080353537,1604412167,sonicarokaya,"['सत्ययुग', 'BlessSiyonaShrestha']",original sound,17,5116,5,36,48700,415000,9700000,659
6890721616104279298,1604371152,sonicarokaya,['जयनेपाल🙏🇳🇵🙏'],original sound,25,6393,26,74,50800,415000,9700000,659
6890535965316631809,1604327926,sonicarokaya,"['thesonicashow', 'सत्ययुग', 'BlessSiyonaShrestha']",original sound,29,13200,21,149,104500,415000,9700000,659
6890489423213972738,1604317089,sonicarokaya,"['thesonicashow', 'सत्ययुग']",original sound,26,15700,24,174,205900,415000,9700000,659
6890399267886763266,1604296100,sonicarokaya,"['सत्ययुग', 'BlessSiyonaShrestha']",original sound,20,11400,9,50,103300,415000,9700000,659
6890321976502652161,1604278105,sonicarokaya,"['सत्ययुग', 'thesonicashow']",original sound,19,5716,3,25,69800,415000,9700000,659
6890013768156286209,1604206343,sonicarokaya,['angelrokaya'],original sound,15,11700,5,98,136000,415000,9700000,659
6889954908863352065,1604192639,sonicarokaya,['thesonicashow'],original sound,17,9325,11,61,102800,415000,9700000,659
6889842926562675970,1604166565,sonicarokaya,['shamjhanabk🙏'],original sound,24,4537,0,11,66600,415000,9700000,659
6889711684512943362,1604136008,sonicarokaya,['angelrokaya'],Original Sound,15,96300,211,477,1000000,415000,9700000,659
6889699714116193538,1604133221,sonicarokaya,"['thesonicashow', 'angelrokaya']",original sound,11,30400,52,114,287600,415000,9700000,659
6889662642366057729,1604124590,sonicarokaya,"['सत्ययुग', 'thesonicashow']",original sound,12,7755,14,30,74900,415000,9700000,659
6889375299520253186,1604057687,sonicarokaya,[],original sound,14,19900,34,152,166300,415000,9700000,659
6888993171485904130,1603968716,sonicarokaya,"['sonicarokayavoice', 'thesonicashow']",original sound,18,20800,29,102,192800,415000,9700000,659
6888694230080867585,1603899113,sonicarokaya,"['thesonicashow', 'सत्ययुग']",original sound,19,34800,26,144,394200,415000,9700000,659
6888497350822743298,1603853275,sonicarokaya,"['सत्ययुग', 'sonicarokayavoice']",original sound,18,5910,10,23,77800,415000,9700000,659
6888335756490722561,1603815649,sonicarokaya,"['thesonicashow', 'सत्ययुग', 'sonicarokayavoice']",original sound,16,6998,3,25,87400,415000,9700000,659
6888279743859346689,1603802608,sonicarokaya,['thesonicashow'],original sound,19,16600,8,78,190600,415000,9700000,659
6891635578765331713,1604583949,anita_chhetri999,['long_distance_relationship'],Original Sound,15,830,0,7,8191,74300,307100,149
6891200417087098114,1604482631,anita_chhetri999,[],original sound,9,653,3,2,6341,74300,307100,149
6890861715655871746,1604403770,anita_chhetri999,[],original sound,12,652,4,3,6679,74300,307100,149
6890057374900456706,1604216496,anita_chhetri999,[],original sound,10,537,1,4,6510,74300,307100,149
6889625450578971906,1604115930,anita_chhetri999,[],original sound,14,1428,5,12,13000,74300,307100,149
6889363597617663234,1604054963,anita_chhetri999,['long_distance_relationship'],original sound,10,1465,3,3,21800,74300,307100,149
6889000754619682049,1603970482,anita_chhetri999,[],original sound,10,454,0,8,5937,74300,307100,149
6888652617455521026,1603889424,anita_chhetri999,['long_distance_relationship'],original sound,10,426,0,6,5562,74300,307100,149
6888280373189709057,1603802754,anita_chhetri999,['long_distance_relationship'],original sound,10,428,1,7,4764,74300,307100,149
6888184106128067841,1603780342,anita_chhetri999,['long_distance_relationship'],original sound - Farhan Shaikh ✔,26,1602,8,6,23300,74300,307100,149
6888179092097731841,1603779174,anita_chhetri999,['long_distance_relationship'],original sound,15,369,0,3,4488,74300,307100,149
6887198178181958913,1603550786,anita_chhetri999,[],original sound,10,237,0,2,2870,74300,307100,149
6887015306301099265,1603508209,anita_chhetri999,[],original sound,10,351,0,1,4324,74300,307100,149
6886353616098168066,1603354147,anita_chhetri999,[],Maya,26,178,1,2,2463,74300,307100,149
6886309012460096770,1603343763,anita_chhetri999,[],Gala Pukka By Sujan Chapagain,15,269,0,2,3517,74300,307100,149
6886084833412418818,1603291565,anita_chhetri999,['blooper'],original sound,13,435,1,7,4955,74300,307100,149
6885180901496474881,1603081104,anita_chhetri999,['LDR'],original sound - MISHAL HEARTS,22,1347,12,9,22900,74300,307100,149
6884998352484764930,1603038599,anita_chhetri999,['long_distance_relationship'],original sound,15,1079,3,6,13900,74300,307100,149
6884576850635459841,1602940461,anita_chhetri999,[],original sound,10,532,0,3,7936,74300,307100,149
6883834565610228993,1602767634,anita_chhetri999,[],original sound,10,506,1,4,6611,74300,307100,149
6883809441976700161,1602761785,anita_chhetri999,[],Gala Pukka By Sujan Chapagain,10,640,1,2,11900,74300,307100,149
6883139949592464642,1602605906,anita_chhetri999,[],original sound,10,343,1,7,4717,74300,307100,149
6882607195305954562,1602481866,anita_chhetri999,[],original sound,9,861,0,6,9639,74300,307100,149
6880800605019917569,1602061235,anita_chhetri999,[],original sound,21,299,0,11,3992,74300,307100,149
6880541446429035777,1602000895,anita_chhetri999,[],original sound,25,308,3,4,4672,74300,307100,149
6891621692175682817,1604580716,binod_bohara,"['binod', 'binod28', 'dashain', 'foryou', 'tiktoknepal', 'foryoupage']",Leja Re Shivam Grover Version,19,225,1,0,3184,2200000,39800000,709
6891621193271495937,1604580600,binod_bohara,"['foryoupage', 'tiktoknepal', 'foryou', 'dashain', 'binod28', 'binod']",original sound,11,1880,4,3,50100,2200000,39800000,709
6891614349283052801,1604579006,binod_bohara,"['tiktoknepal', 'dashain', 'foryou', 'binod28', 'binod']",Bandook,8,971,4,4,25000,2200000,39800000,709
